,PName,geometry,polygon,pname,Status,color
341,R8-S32,"
								0.6073262841935634,41.60572526596773,196.9015424741361 0.6073705824503262,41.60569216775443,196.9030810131973 0.607390813685813,41.60570680112211,196.9092591449032 0.607345385203657,41.60573932529965,196.8989001896136 0.6073262841935634,41.60572526596773,196.9015424741361 
							","[[234 189]
 [249 197]
 [207 211]
 [197 204]]",R8-S32,Occupied,red
342,R8-S33,"
								0.607346698370772,41.6057404920931,196.8989001740524 0.6073913157732447,41.60570762658094,196.9127867941991 0.6074112492900818,41.60572235850305,196.9998654494858 0.6073656484653256,41.60575467263516,196.8989033881336 0.607346698370772,41.6057404920931,196.8989001740524 
							","[[251 201]
 [264 209]
 [225 226]
 [210 214]]",R8-S33,Free,green
343,R8-S34,"
								0.607367124795184,41.60575595552648,196.8988985783291 0.6074123919641172,41.60572293236591,196.9921052061333 0.6074311411501809,41.60573755307082,197.1231142353688 0.6073854165469572,41.60576986621649,196.9208442042527 0.607367124795184,41.60575595552648,196.8988985783291 
							","[[222 228]
 [230 240]
 [278 218]
 [271 211]]",R8-S34,Free,green
344,R8-S35,"
								0.6073860998189362,41.60577092301057,196.9181418664911 0.607432471373992,41.60573741690576,197.056348629607 0.6074511159508544,41.60575274689937,196.9900347790794 0.607405604509379,41.60578550285647,196.9241644618495 0.6073860998189362,41.60577092301057,196.9181418664911 
							","[[286 218]
 [301 226]
 [246 248]
 [235 240]]",R8-S35,Occupied,red
345,R8-S36,"
								0.6074067653029402,41.60578633375145,196.9209386985218 0.6074524442429907,41.60575369124077,196.9891881700135 0.6074707401400881,41.60576813629695,196.9992044592655 0.6074254613172769,41.60580103222399,196.9375334182931 0.6074067653029402,41.60578633375145,196.9209386985218 
							","[[305 229]
 [320 235]
 [259 260]
 [244 250]]",R8-S36,Occupied,red
346,R8-S37,"
								0.6074269388511921,41.60580139040623,196.9375357255846 0.6074724049998181,41.60576864399219,196.9927599322905 0.6074914627795325,41.6057833187847,196.9748389994507 0.6074464675962932,41.60581601440973,196.9375358755374 0.6074269388511921,41.60580139040623,196.9375357255846 
							","[[323 240]
 [342 248]
 [274 273]
 [262 263]]",R8-S37,Free,green
347,R8-S38,"
								0.6074482075467369,41.60581702604968,196.9375359094889 0.6074925619780647,41.60578386164126,196.9585685567025 0.6075117789349704,41.60579799708871,196.9714182947444 0.6074665169543869,41.60583118509546,196.9375357029503 0.6074482075467369,41.60581702604968,196.9375359094889 
							","[[278 273]
 [293 280]
 [349 257]
 [337 250]]",R8-S38,Free,green
348,R8-S39,"
								0.607468272289664,41.60583266041982,196.9375355940223 0.6075127255864077,41.60579844127921,196.9673105617995 0.6075326886397581,41.60581381519355,197.0195789653608 0.6074862639406131,41.60584659338296,196.9375349645038 0.607468272289664,41.60583266041982,196.9375355940223 
							","[[296 282]
 [311 292]
 [369 265]
 [354 255]]",R8-S39,Free,green
349,R8-S40,"
								0.6074880672922811,41.60584792982296,196.9375349446987 0.6075339979080518,41.60581418686834,197.0449892010184 0.6075535327690407,41.6058293153718,197.0939657545374 0.6075070622243883,41.60586211870265,196.9627260951736 0.6074880672922811,41.60584792982296,196.9375349446987 
							","[[369 267]
 [391 273]
 [333 307]
 [315 294]]",R8-S40,Occupied,red
350,R8-S41,"
								0.6075077377895122,41.6058628307866,196.9662608162968 0.6075541597717704,41.60583005071896,197.1470593281681 0.6075732877180973,41.60584416335336,196.9425930723893 0.6075273619951527,41.6058777248222,196.9761688637267 0.6075077377895122,41.6058628307866,196.9662608162968 
							","[[396 275]
 [428 292]
 [360 328]
 [337 312]]",R8-S41,Free,green
351,R8-S42,"
								0.6075285318796819,41.60587879217736,196.9771427246599 0.6075741058745199,41.60584426973182,196.9403388004588 0.6075922925395538,41.60585964890326,197.0188875998101 0.6075471263122556,41.60589247222993,196.9921612559175 0.6075285318796819,41.60587879217736,196.9771427246599 
							","[[433 295]
 [470 312]
 [394 351]
 [362 331]]",R8-S42,Occupied,red
352,main parking lot empty,"
								0.6064701671622763,41.60500981363094,196.8746229727365 0.6077034549556659,41.60594010990832,197.0142856735937 0.6071247751623221,41.60637232062142,196.9746857378579 0.6058910175597809,41.60544878570903,196.5921071710752 0.6064701671622763,41.60500981363094,196.8746229727365 
							",,,,yellow
353,M2-1,"
						0.612002876427149,41.60854271591226,197.1693490277046 0.6120425707580712,41.60857620978654,197.1693455179619 0.6120221922710134,41.60859109591265,197.2079641800068 0.61198021454278,41.60855857885971,197.1982835033555 0.612002876427149,41.60854271591226,197.1693490277046 
					","[[499 224]
 [477 238]
 [416 219]
 [442 206]]",M2-1,Free,green
354,M2-2,"
						0.6120473542080673,41.60857439517154,197.1693410986003 0.612007461345514,41.60853925537894,197.1693394505349 0.6120276544347347,41.60852419224643,197.1693393500948 0.6120683786580883,41.60855556759407,197.2109836126217 0.6120473542080673,41.60857439517154,197.1693410986003 
					","[[472 238]
 [460 250]
 [391 241]
 [411 224]]",M2-2,Free,green
355,M2-3,"
						0.6120348911306972,41.60851894613108,197.1693418851448 0.6120599109325875,41.60850103942159,197.1664334090624 0.6120988495021962,41.60853258198753,197.2079757744651 0.6120729051522078,41.60855190189339,197.2245632257729 0.6120348911306972,41.60851894613108,197.1693418851448 
					","[[458 251]
 [438 268]
 [382 255]
 [393 243]]",M2-3,Free,green
356,M2-4,"
						0.6120854909688966,41.60847838292096,197.1693167298669 0.6121280069277102,41.60851119391351,197.2166233121714 0.6121041491052726,41.60852878781456,197.2079733921972 0.6120634504396949,41.60849655791414,197.1517405581591 0.6120854909688966,41.60847838292096,197.1693167298669 
					","[[443 270]
 [431 284]
 [367 270]
 [379 258]]",M2-4,Free,green
357,M2-5,"
						0.6121324125029948,41.60850819131009,197.2246361721176 0.6120909797279839,41.60847615362369,197.169340085712 0.6121151401692715,41.60845791638474,197.1375576427347 0.6121570768964224,41.60849158043591,197.2257689178711 0.6121324125029948,41.60850819131009,197.2246361721176 
					","[[423 282]
 [399 297]
 [350 279]
 [369 267]]",M2-5,Free,green
358,M2-6,"
						0.6121617677200319,41.60848837511259,197.2152474364562 0.6121187571163333,41.60845473666693,197.1512672705616 0.6121431033373725,41.6084368052538,197.2045502514664 0.6121866996020708,41.60847076753236,197.2079738081038 0.6121617677200319,41.60848837511259,197.2152474364562 
					","[[396 294]
 [377 312]
 [318 297]
 [340 282]]",M2-6,Free,green
359,M2-7,"
						0.6121934048053834,41.60846592260645,197.2079736001505 0.6121501583119171,41.60843273186939,197.1832947617638 0.6121718788393338,41.60841601493878,197.2177363179211 0.6122168902194369,41.60845125462875,197.1979331105083 0.6121934048053834,41.60846592260645,197.2079736001505 
					","[[382 317]
 [367 333]
 [289 311]
 [315 297]]",M2-7,Free,green
360,M2-8,"
						0.6122007688783748,41.6083967788099,197.1968590528583 0.6122430598977413,41.60843149804692,197.1693443664381 0.6122208204584512,41.60844710084925,197.1831624440406 0.6121783080301535,41.60841294013193,197.1839362652024 0.6122007688783748,41.6083967788099,197.1968590528583 
					","[[359 333]
 [338 351]
 [247 341]
 [281 314]]",M2-8,Free,green
361,M2-9,"
						0.6122728223131335,41.60840963893081,197.2273809790389 0.6122480085811444,41.60842844513771,197.1693395891704 0.6122054641227082,41.60839392931547,197.2128464386085 0.6122280647052336,41.60837656079206,197.3025319358167 0.6122728223131335,41.60840963893081,197.2273809790389 
					","[[340 353]
 [298 388]
 [203 382]
 [239 344]]",M2-9,Occupied,red
362,M2-10,"
						0.612475782264299,41.60841374087207,197.3956793039995 0.6124298906033676,41.60838235497473,197.3239189680152 0.6124570496545556,41.60836139980729,197.2938108307351 0.6125016584156406,41.60839445271024,197.4011364021486 0.612475782264299,41.60841374087207,197.3956793039995 
					",,,,yellow
363,M2-11,"
						0.6124469316237624,41.60843532178555,197.3841093587535 0.612400503911128,41.60840169893049,197.2896159285705 0.6124217868619897,41.60838663653872,197.3238863589549 0.6124694350593773,41.60841928555411,197.4011353043815 0.6124469316237624,41.60843532178555,197.3841093587535 
					",,,,yellow
364,M2-12,"
						0.6124138248553757,41.60845952759174,197.3824263218463 0.6123673479686365,41.60842593682499,197.2852370372352 0.6123945905142958,41.60840692607142,197.3070128883753 0.6124392900997688,41.60844055574075,197.3956542590643 0.6124138248553757,41.60845952759174,197.3824263218463 
					","[[719 507]
 [703 549]
 [847 547]
 [854 502]]",M2-12,Free,green
365,M2-13,"
						0.6123858159641893,41.60847914967213,197.3999002017431 0.6123414767128987,41.6084465397167,197.2970505905941 0.612363127134814,41.60843049927568,197.285227426114 0.6124079020744899,41.60846409064265,197.3988575054334 0.6123858159641893,41.60847914967213,197.3999002017431 
					","[[741 449]
 [720 491]
 [852 491]
 [859 446]]",M2-13,Free,green
366,M2-14,"
						0.6123542963140793,41.60850243141089,197.3939147522223 0.6123093308750271,41.6084692654753,197.28996345534 0.612333586897118,41.60845156849187,197.311722537238 0.6123788787575002,41.60848643584534,197.390482713353 0.6123542963140793,41.60850243141089,197.3939147522223 
					","[[756 412]
 [747 446]
 [862 446]
 [866 410]]",M2-14,Free,green
367,M2-15,"
						0.61232718771981,41.60852135346754,197.4011444217904 0.6122838075510129,41.60848893602829,197.2920624625356 0.6123052125813411,41.60847391205991,197.2841250387152 0.6123485586936406,41.60850684788577,197.4011443439847 0.61232718771981,41.60852135346754,197.4011444217904 
					","[[771 371]
 [763 409]
 [864 409]
 [869 373]]",M2-15,Free,green
368,M2-16,"
						0.6122988953291197,41.60854206096913,197.3995126036431 0.6122545350899178,41.60850922731406,197.2910097533445 0.6122757822135383,41.6084938994287,197.2770319039373 0.6123199054042594,41.60852744749157,197.4011352180879 0.6122988953291197,41.60854206096913,197.3995126036431 
					","[[785 344]
 [774 363]
 [872 365]
 [878 343]]",M2-16,Free,green
369,M2-17,"
						0.6122709704672569,41.60856359762643,197.3967732303863 0.6122273490537955,41.60853043915609,197.3238766275886 0.6122488757490219,41.6085138379531,197.3006729831372 0.6122927936473599,41.60854825934514,197.401139703938 0.6122709704672569,41.60856359762643,197.3967732303863 
					","[[795 322]
 [788 341]
 [876 341]
 [878 322]]",M2-17,Free,green
370,M2-18,"
						0.6122434085335415,41.60858484882119,197.3823987644955 0.6121990558294321,41.60855025413253,197.3073323089104 0.6122212297042284,41.60853416492839,197.3238811318291 0.6122665504617752,41.60856997689882,197.3881810308961 0.6122434085335415,41.60858484882119,197.3823987644955 
					","[[808 295]
 [800 319]
 [881 319]
 [884 299]]",M2-18,Free,green
371,M2-19,"
						0.6122140285313504,41.60860626508848,197.3282406255055 0.6121691730590539,41.60857180702106,197.3238730952116 0.6121923039990573,41.60855496556609,197.3134020686465 0.6122376547676178,41.60858978942546,197.3664583549747 0.6122140285313504,41.60860626508848,197.3282406255055 
					","[[818 272]
 [810 290]
 [883 294]
 [888 273]]",M2-19,Free,green
372,M2-20,"
						0.6125853718104568,41.60840614342739,197.4784092183522 0.6125426866777683,41.60837475459972,197.4011585329081 0.6125657775790994,41.60835842273872,197.4029320535562 0.6126081219581425,41.60839055666982,197.4784133604427 0.6125853718104568,41.60840614342739,197.4784092183522 
					","[[947 153]
 [974 150]
 [935 131]
 [918 138]]",M2-20,Free,green
373,M2-21,"
						0.6125563322819949,41.60842754988861,197.4784034126352 0.6125142654130067,41.60839714444846,197.4011457289255 0.6125360818569581,41.6083813058842,197.4011445957921 0.6125762144570612,41.60841271410771,197.4784138569843 0.6125563322819949,41.60842754988861,197.4784034126352 
					","[[ 984  148]
 [1021  140]
 [ 972  118]
 [ 943  128]]",M2-21,Occupied,red
374,M2-22,"
						0.6125225300766801,41.60845311597231,197.4397782658419 0.6124805877362194,41.60842232254893,197.4030431784319 0.6125064717704753,41.60840272047888,197.4011435305619 0.6125487809132046,41.60843389235236,197.4784125158976 0.6125225300766801,41.60845311597231,197.4397782658419 
					","[[1031  138]
 [1070  133]
 [1038  111]
 [ 996  115]]",M2-22,Occupied,red
375,M2-23,"
						0.6124930583017396,41.60847512235357,197.4397799011755 0.6124503753893351,41.60844316159224,197.4028321143055 0.6124740535900153,41.60842735805277,197.4195702468874 0.6125146487040856,41.60845849646308,197.4397785020882 0.6124930583017396,41.60847512235357,197.4397799011755 
					","[[1090  135]
 [1134  130]
 [1099  108]
 [1067  115]]",M2-23,Free,green
376,M2-24,"
						0.6124440713620549,41.60844733545435,197.412511848801 0.6124869752433826,41.60847911699709,197.4397822692969 0.6124617852315462,41.60849783630864,197.4397861213845 0.6124199928772689,41.60846520072493,197.4155520654301 0.6124440713620549,41.60844733545435,197.412511848801 
					","[[1138  128]
 [1172  125]
 [1141  106]
 [1116  111]]",M2-24,Free,green
377,M2-25,"
						0.6124347831294719,41.60851725887938,197.4397804882546 0.6123931846021491,41.60848549885551,197.4011506646337 0.612413654406041,41.60846937693375,197.4011471662083 0.6124574797805304,41.60849942119383,197.4397835990664 0.6124347831294719,41.60851725887938,197.4397804882546 
					","[[1187  126]
 [1221  128]
 [1188  104]
 [1160  108]]",M2-25,Free,green
378,M2-26,"
						0.6123623998784788,41.60850789453674,197.4011418881551 0.6123864976532745,41.608490364677,197.4011456581931 0.6124284376771483,41.60852254477188,197.4397828408149 0.6124052569271288,41.60853902239069,197.4397835962371 0.6123623998784788,41.60850789453674,197.4011418881551 
					","[[1224  128]
 [1256  128]
 [1229  104]
 [1204  104]]",M2-26,Free,green
379,M2-27,"
						0.6123358337974638,41.6085276735242,197.4011417523488 0.6123567743942804,41.60851222978343,197.4011464447376 0.6123991807625773,41.60854335835023,197.4397790269228 0.6123764895955919,41.608560533301,197.4011426039672 0.6123358337974638,41.6085276735242,197.4011417523488 
					","[[1258  126]
 [1281  130]
 [1261  108]
 [1239  106]]",M2-27,Free,green
380,M2-28,"
						0.6123507210148627,41.6085800792674,197.4011450583822 0.6123069135114778,41.6085478641998,197.401144813648 0.6123284786701366,41.6085325916003,197.4011443383261 0.6123719772485359,41.60856414715006,197.401145123456 0.6123507210148627,41.6085800792674,197.4011450583822 
					","[[1286  126]
 [1317  126]
 [1286  104]
 [1265  108]]",M2-28,Free,green
381,M2-29,"
						0.6123202455238519,41.60860138037979,197.4011448292091 0.6122799932334111,41.60856956714895,197.4011502176049 0.6123003673851368,41.60855386598795,197.4011401438936 0.612343292785591,41.60858631206576,197.4011447697939 0.6123202455238519,41.60860138037979,197.4011448292091 
					","[[861 131]
 [905 135]
 [933 128]
 [891 113]]",M2-29,Occupied,red
382,M2-30,"
						0.6122502528410023,41.60859022655796,197.3720559220511 0.6122732721012603,41.60857340031072,197.4011407748268 0.6123138422387497,41.6086063150694,197.4011447995015 0.6122899698702677,41.60862339541834,197.3625052204653 0.6122502528410023,41.60859022655796,197.3720559220511 
					",,,,yellow
383,M2-31,"
						0.6122204802871001,41.60861135378563,197.3367227978873 0.6122435332757981,41.60859450215835,197.3638263690925 0.6122850089869636,41.60862676930487,197.3625146434383 0.6122625968572515,41.60864498067209,197.3095490841705 0.6122204802871001,41.60861135378563,197.3367227978873 
					",,,,yellow
384,M2-32,"
						0.6127682855253513,41.60842301395896,197.4004983405496 0.612748312018343,41.60843836797662,197.439783528334 0.6127123129429224,41.60840995919936,197.4397743798028 0.6127312066504409,41.60839475599253,197.3794939650843 0.6127682855253513,41.60842301395896,197.4004983405496 
					","[[886 148]
 [932 160]
 [949 153]
 [913 142]]",M2-32,Free,green
385,M2-33,"
						0.6126882773239473,41.60842749212424,197.4784147793351 0.612708798623427,41.60841164938109,197.4425166403569 0.6127458751915627,41.60844031505718,197.4397765442149 0.6127240900273501,41.60845524219732,197.4784100770438 0.6126882773239473,41.60842749212424,197.4784147793351 
					",,,,yellow
386,M2-34,"
						0.6127219326829869,41.6084575129729,197.478410084117 0.6127029994451694,41.60847210388378,197.4784128285349 0.6126665950972532,41.60844480975421,197.4784151061188 0.6126865023322736,41.60842886002754,197.4784100501655 0.6127219326829869,41.6084575129729,197.478410084117 
					",,,,yellow
387,M2-35,"
						0.6127007358740588,41.6084744606621,197.4784129629265 0.6126827826475134,41.60848799218645,197.4784140210835 0.6126455833694955,41.6084610065552,197.4784128158031 0.6126647198937607,41.60844656311533,197.4784151867538 0.6127007358740588,41.6084744606621,197.4784129629265 
					",,,,yellow
388,M2-36,"
						0.6126806253175388,41.60849026298111,197.4784139008384 0.6126634609946158,41.60850318651425,197.4784136957144 0.6126258491096492,41.60847560652805,197.4784131114646 0.6126440176973236,41.60846282138055,197.4784128327788 0.6126806253175388,41.60849026298111,197.4784139008384 
					",,,,yellow
389,M2-37,"
						0.6126604821393333,41.60850577806337,197.4784160680798 0.6126413334603908,41.60851962260386,197.4784150551915 0.6126031117366249,41.60849160019412,197.4784136235673 0.6126220450021003,41.60847700930535,197.4784155290987 0.6126604821393333,41.60850577806337,197.4784160680798 
					",,,,yellow
390,M2-38,"
						0.6126381811644266,41.60852142970035,197.478410236899 0.6126200121816483,41.60853516487557,197.4784147397249 0.6125818406542094,41.6085066975845,197.478413363272 0.6126007015883239,41.60849242916326,197.4784136051769 0.6126381811644266,41.60852142970035,197.478410236899 
					",,,,yellow
391,M2-39,"
						0.6126184386538003,41.6085366298503,197.4784171191635 0.6125976589249627,41.60855157672096,197.4784083738071 0.6125580769645333,41.60852286267345,197.4784125059951 0.6125800835269857,41.60850777054151,197.4784157469546 0.6126184386538003,41.6085366298503,197.4784171191635 
					",,,,yellow
392,M2-40,"
						0.6125952370827359,41.60855344310831,197.4784132359536 0.6125772463763912,41.60856730762756,197.4784147255784 0.6125389177988994,41.60853976161,197.4784098323096 0.6125589790705632,41.60852403468315,197.4784125201415 0.6125952370827359,41.60855344310831,197.4784132359536 
					",,,,yellow
393,M2-41,"
						0.612574997535118,41.60856904068567,197.4784149632393 0.6125568232006406,41.60858251320521,197.4784133406376 0.6125197374072244,41.60855560993316,197.478412771949 0.6125375445126946,41.60854135342084,197.4784122131629 0.612574997535118,41.60856904068567,197.4784149632393 
					",,,,yellow
394,M2-42,"
						0.6125379993954061,41.60859862019655,197.4784145614792 0.6124985534648042,41.60857004422267,197.4554964058064 0.6125167647646723,41.60855630030886,197.47841284834 0.6125549415662324,41.60858503025919,197.4784131326843 0.6125379993954061,41.60859862019655,197.4784145614792 
					",,,,yellow
395,M2-43,"
						0.6125369677597892,41.60859962411763,197.4784121636502 0.6125194677714307,41.60861249050787,197.4784119613554 0.612480111221092,41.60858417001094,197.439779577221 0.6124978177361662,41.60857086318315,197.4556309049175 0.6125369677597892,41.60859962411763,197.4784121636502 
					",,,,yellow
396,M2-44,"
						0.612517860775994,41.6086135932248,197.478409617283 0.6125013779631394,41.60862652001116,197.4610266257165 0.6124629784973523,41.60859889061317,197.4397783945749 0.612479783330997,41.60858570653967,197.4397771143182 0.612517860775994,41.6086135932248,197.478409617283 
					",,,,yellow
397,M2-45,"
						0.6125000215949417,41.60862779957609,197.4629555737841 0.6124826084377855,41.6086416754128,197.4417011804341 0.612443126324107,41.60861348901803,197.4397803100089 0.6124606929967835,41.60859995137245,197.439778318184 0.6125000215949417,41.60862779957609,197.4629555737841 
					",,,,yellow
398,M2-46,"
						0.612481137739822,41.60864314605669,197.4431608245542 0.6124569165305038,41.60866223064919,197.439779581465 0.612417871903852,41.60863227679395,197.4397786124308 0.61244102567793,41.6086148533528,197.4397732381815 0.612481137739822,41.60864314605669,197.4431608245542 
					",,,,yellow
399,M2-47,"
						0.6124550683171814,41.60866358738518,197.4397841790723 0.6124333930005399,41.60867998196127,197.4397786067722 0.6123926414558611,41.60864981902075,197.4397773774428 0.6124163601390187,41.60863370604415,197.4397763475787 0.6124550683171814,41.60866358738518,197.4397841790723 
					",,,,yellow
400,M2-48,"
						0.6124303833873612,41.6086823012982,197.4397785685767 0.6124056728856964,41.60870043016976,197.4090844047097 0.6123646577512676,41.60866978353277,197.40114723977 0.6123898324920996,41.60865198374437,197.4397797880036 0.6124303833873612,41.6086823012982,197.4397785685767 
					",,,,yellow
401,M2-49,"
						0.6124039130484005,41.6087021401622,197.4033237965761 0.6123832718257294,41.60871827469515,197.3665405050218 0.6123429280711323,41.60868902308505,197.3591216545234 0.6123651756123616,41.60867245406618,197.4019323286063 0.6124039130484005,41.6087021401622,197.4033237965761 
					",,,,yellow
402,M1-50,"
						0.6127522745618563,41.6084418159695,197.4397786209187 0.6127722642267197,41.60842704687703,197.3987673102808 0.612805491635684,41.60845230007675,197.4011581608556 0.6127847147905396,41.60846706897407,197.4332136394618 0.6127522745618563,41.6084418159695,197.4397786209187 
					","[[1111  162]
 [1182  184]
 [1227  174]
 [1150  140]]",M1-50,Occupied,red
403,M1-51,"
						0.6127823353070494,41.6084691285848,197.4406510048784 0.6127615285307275,41.60848476178299,197.478411657206 0.6127289500416411,41.60845847276829,197.4784126446306 0.6127500382368112,41.60844481628341,197.4435492106134 0.6127823353070494,41.6084691285848,197.4406510048784 
					","[[1232  175]
 [1273  165]
 [1221  135]
 [1182  143]]",M1-51,Occupied,red
404,M1-52,"
						0.6127070649387711,41.60847505313739,197.4784130096099 0.6127244204076132,41.60846167813042,197.4784079098024 0.6127596112233746,41.60848838693418,197.4784118934523 0.6127424590069874,41.60850190940517,197.4784138074716 0.6127070649387711,41.60847505313739,197.4784130096099 
					","[[1280  169]
 [1319  162]
 [1276  138]
 [1243  142]]",M1-52,Occupied,red
405,M1-53,"
						0.6127397767863618,41.60850337233887,197.478413624982 0.612722224078015,41.60851689934768,197.4784079098024 0.6126872425954644,41.60849063745754,197.4784113841789 0.612706582401461,41.60847634147786,197.4784154456345 0.6127397767863618,41.60850337233887,197.478413624982 
					","[[1325  167]
 [1352  162]
 [1312  133]
 [1288  140]]",M1-53,Occupied,red
406,M1-54,"
						0.612719444775327,41.60851812883782,197.4784125456052 0.6127024898037203,41.60853149931139,197.4784099624572 0.6126667073442849,41.60850524645106,197.4784111139811 0.6126846726615787,41.60849231386107,197.4784136716654 0.612719444775327,41.60851812883782,197.4784125456052 
					","[[1357  169]
 [1391  162]
 [1352  133]
 [1325  137]]",M1-54,Occupied,red
407,M1-55,"
						0.6126993076987608,41.60853394337665,197.4784099921649 0.6126793701430144,41.60854839590436,197.4784106584643 0.6126445798093405,41.60852168255208,197.4784151230946 0.6126637345159214,41.60850813746592,197.4784158318335 0.6126993076987608,41.60853394337665,197.4784099921649 
					","[[1398  165]
 [1432  159]
 [1393  131]
 [1366  137]]",M1-55,Occupied,red
408,M1-56,"
						0.6126782110044093,41.60855050561963,197.4784154937325 0.6126592655971064,41.60856449760795,197.4784146675778 0.6126234649650475,41.60853734640899,197.478417157359 0.6126418187043958,41.60852381039443,197.478412667265 0.6126782110044093,41.60855050561963,197.4784154937325 
					","[[1439  160]
 [1462  155]
 [1425  130]
 [1403  133]]",M1-56,Free,green
409,M1-57,"
						0.6126573393446089,41.60856640243606,197.4784123631156 0.6126383053935136,41.60858080417974,197.478413363272 0.6126013978541089,41.60855403026989,197.4784131440015 0.6126213073314357,41.60853948727888,197.4784148330917 0.6126573393446089,41.60856640243606,197.4784123631156 
					","[[1065  172]
 [1096  162]
 [1048  148]
 [1021  157]]",M1-57,Free,green
410,M1-58,"
						0.6126369427468781,41.60858292132088,197.478410832466 0.6126178875519162,41.60859627243126,197.4784099101153 0.6125816719390076,41.60856896526673,197.4784146803097 0.612599673279226,41.60855562604792,197.4784156196362 0.6126369427468781,41.60858292132088,197.478410832466 
					",,,,yellow
411,M1-59,"
						0.6125790930501052,41.60857175290521,197.4784126573624 0.6126153033619941,41.60859879743322,197.4784121749674 0.612598004575271,41.60861212871428,197.4784120745273 0.6125617942766315,41.60858508417657,197.4784156931979 0.6125790930501052,41.60857175290521,197.4784126573624 
					",,,,yellow
412,M1-60,"
						0.6125955827516094,41.60861399508054,197.4784097559186 0.6125777543955579,41.60862720098589,197.4784104391938 0.6125415387824096,41.60859989379169,197.4784098379682 0.6125591994712409,41.6085870838543,197.4784154923179 0.6125955827516094,41.60861399508054,197.4784097559186 
					",,,,yellow
413,M1-61,"
						0.6125610672108639,41.60864056302875,197.4784106047076 0.6125258347982965,41.60861440279806,197.478411894867 0.6125419277615585,41.60860262072052,197.4784144808442 0.6125763314955401,41.60862817977485,197.4784128794622 0.6125610672108639,41.60864056302875,197.4784106047076 
					",,,,yellow
414,M1-62,"
						0.612522659520236,41.60861549088879,197.4784119160867 0.6125585087342333,41.60864172335575,197.4784129388775 0.6125418900584978,41.60865522995447,197.4784134382484 0.6125044753828002,41.60862763533176,197.4679945626965 0.612522659520236,41.60861549088879,197.4784119160867 
					",,,,yellow
415,M1-63,"
						0.6125028205258287,41.60862937692244,197.4673178967574 0.6125403919192851,41.60865708393774,197.4784112073478 0.6125219355619427,41.60867084091043,197.4784131411722 0.6124863321690288,41.60864301061808,197.4479242767394 0.6125028205258287,41.60862937692244,197.4673178967574 
					",,,,yellow
416,M1-64,"
						0.6125206324062793,41.60867229570459,197.4784083596606 0.6124977953943578,41.60869073400718,197.4784129615119 0.6124602425992243,41.60866260659748,197.4397796040993 0.6124842061327818,41.60864498179634,197.449721119281 0.6125206324062793,41.60867229570459,197.4784083596606 
					",,,,yellow
417,M1-65,"
						0.6124575279572331,41.60866511849778,197.4397841055105 0.6124945138976234,41.60869242383111,197.4784130577079 0.6124741254908006,41.60870897509779,197.4784128653158 0.6124360163149456,41.60868169633684,197.4397785176494 0.6124575279572331,41.60866511849778,197.4397841055105 
					",,,,yellow
418,M1-66,"
						0.6124718654931316,41.60871119346553,197.4784152009003 0.6124482504131401,41.6087297758713,197.4461788142276 0.6124089617489381,41.60870160873966,197.4142200862548 0.6124334545738064,41.60868302837076,197.4397785020882 0.6124718654931316,41.60871119346553,197.4784152009003 
					",,,,yellow
419,M1-67,"
						0.612407013933749,41.60870325275708,197.408895720321 0.6124447344978012,41.60873014211507,197.4374776627618 0.6124267555264296,41.60874431817981,197.397335113169 0.6123900178012875,41.60871705076427,197.3625107715456 0.612407013933749,41.60870325275708,197.408895720321 
					",,,,yellow
420,M1-1,"
						0.6131584476926455,41.60849564190706,197.1666193928874 0.6131806728702438,41.60851365734073,197.1597901480364 0.6131308671626656,41.60855136108719,197.2091526544193 0.6131065108661859,41.60853306214921,197.2079782472705 0.6131584476926455,41.60849564190706,197.1666193928874 
					","[[1070  931]
 [1305 1074]
 [1658  752]
 [1418  635]]",M1-1,Occupied,red
421,M1-2,"
						0.6131323379124476,41.6084760702141,197.1693354216162 0.6131523439190389,41.60849058549966,197.1776410741708 0.6131021192426611,41.60852864017967,197.1756071931436 0.6130825147574059,41.60851252019521,197.1812340264661 0.6131323379124476,41.6084760702141,197.1693354216162 
					","[[ 766  720]
 [ 977  872]
 [1354  610]
 [1139  491]]",M1-2,Occupied,red
422,M1-3,"
						0.6131292686433087,41.60847258269974,197.1754189543691 0.6130794627881686,41.60850967067338,197.186784835169 0.613058671563067,41.60849262121264,197.2864926027626 0.6131083905251744,41.6084561882631,197.2222398029994 0.6131292686433087,41.60847258269974,197.1754189543691 
					","[[ 575  569]
 [ 734  696]
 [1080  502]
 [ 932  424]]",M1-3,Occupied,red
423,M1-4,"
						0.6129615316751336,41.6085210113328,197.3610055616007 0.612938541289858,41.6085036917607,197.3610350485319 0.6129828801638704,41.60847231630519,197.2466129641601 0.6130028517216379,41.60848679011676,197.2082731420464 0.6129615316751336,41.6085210113328,197.3610055616007 
					","[[1155  267]
 [1222  287]
 [1040  346]
 [ 972  309]]",M1-4,Free,green
424,M1-5,"
						0.6129116662194489,41.60848804380849,197.3610418487468 0.6129568133750829,41.60845533028497,197.2365668187537 0.6129754172737045,41.60847011619217,197.2509892200055 0.6129315503161781,41.60850246862316,197.3610397904333 0.6129116662194489,41.60848804380849,197.3610418487468 
					","[[1065  196]
 [1151  233]
 [ 955  295]
 [ 891  265]]",M1-5,Occupied,red
